index,barcode,name,quantity,price
5732,8902331622710,Pantoprazole 40mg Strip 100tab,68,221.17
5733,8905809133275,Exo Dishwash Bar 1500g,226,279.01
5734,0354818196227,Rin Detergent 250g,107,557.06
5735,0235362837302,PetSafe Dog Collar,126,2317.29
5736,0356454877836,Wheel Detergent 1500g,82,341.12
5737,4004505125028,Crocin 500mg Strip 200tab,459,719.68
5738,0382978468540,Himalaya Pet Shampoo 100ml,133,2712.37
5739,8902955423472,Tata Turmeric Powder 500g,476,164.33
5740,8903077082882,Paracetamol 500mg Strip 60tab,121,551.76
5741,0769212182545,Polo Mint 22g,285,769.91
5742,8902992776852,Epigamia Yogurt Strawberry 200g,289,271.04
5743,4715138165700,Osram LED Bulb 15W,192,1371.55
5744,0769195990014,Haldiram Frozen Samosa 6pc,136,527.13
5745,8900722841245,Tide Detergent 100g,277,120.79
5746,0762720823030,Amul Butter 250g,38,594.84
5747,0853818848339,Maped Sharpener,615,126.01
5748,0408946714331,Glucose Biscuits 150g,272,242.36
5749,0498181585339,Ovaltine 2000g,189,167.74
5750,8900182623429,Kwality Wall's Ice Cream 200ml,192,392.1
5751,0760156804555,M&Ms Fruit 30g,423,178.03
5752,6907915524871,Osram LED Bulb 7W,72,1566.06
5753,0375357665241,Pampers Baby Wipes Pack of 20,130,92.16
5754,8907042010856,Priya Pickle Lemon 200g,274,238.42
5755,0389261735389,Uncle Chips 25g,436,72.94
5756,0411860394886,Sundrop Peanut Butter 2g,185,586.69
5757,3001510910244,Ibuprofen 400mg Strip 60tab,148,42.79
5758,8908617110506,Dr. Oetker Pizza Chocolate 400g,43,227.85
5759,0852151863696,Stapler Pins Pack of 24,517,159.25
5760,0377672475208,Dove Shampoo 75ml,261,71.6
5761,0765836577224,Parag Ghee 1500ml,48,45.29
5762,8901354867566,Amul Toned Milk 750ml,288,47.4
5763,0852688037614,Classmate Notebook 200pg Single Line,336,42.12
5764,0359072504351,Odonil Room Freshener 1500g,15,511.93
5765,0761047868304,Epigamia Yogurt Mango 750g,270,315.49
5766,4004451690144,Crocin 500mg Strip 10tab,500,245.07
5767,4716774067069,Philips LED Bulb 9W,145,343.84
5768,0410995570653,MTR Sambar Masala 50g,245,348.04
5769,8907045268179,Cheetos Pepper 200g,573,79.71
5770,0414086124428,Sundrop Peanut Butter 100g,253,358.76
5771,6909401742073,Duracell AA Batteries Pack of 12,202,366.66
5772,8907459375456,Oreo Biscuits 25g,308,134.03
5773,3813905443851,MamyPoko Diapers XL Pack of 56,34,226.55
5774,3819430675194,Pigeon Baby Bottle 400ml,69,196.08
5775,0764446356397,Knorr Soup Tomato 750g,324,971.95
5776,0768104429614,Mountain Dew 2000ml,126,162.34
5777,8907395280579,Comfort Fabric Softener 750ml,18,74.22
5778,8906121142273,Me-O Cat Food Original 100kg,49,2418.1
5779,8909968164682,Suhana Biryani Masala 500g,386,69.05
5780,0850535751447,Faber-Castell Pencil 6B Pack of 100,747,10.1
5781,0376199219395,Johnson's Baby Shampoo 250ml,23,1013.1
5782,8903836723247,Britannia Cheese Slices 750g,198,565.52
5783,8907238821075,Amul Cream 1500ml,282,266.92
5784,0761014068331,Munch 80g,184,1111.95
5785,8909313039771,Shan Tikka Masala 100g,139,196.04
5786,0401680170098,Bounty 200g,485,305.98
5787,0124017649189,Panasonic AA Batteries Pack of 2,180,1746.62
5788,3814220555748,Himalaya Baby Shampoo 50ml,178,1208.34
5789,0707881181872,Lexi Ball Pen 6pc Pack,426,299.01
5790,8907817526124,Pril Dishwash 1000ml,132,507.04
5791,4718057743950,Stapler Pins Pack of 24,564,80.64
5792,0853428903077,Classmate Notebook 200pg Four Line,339,133.89
5793,4710484785671,Classmate Sketch Pens 6pc,451,119.47
5794,0760484126961,Nestle Slim Milk 100ml,279,109.19
5795,0471902381717,Gillette Fusion Razor,345,135.41
5796,4005109380417,Band-Aid Strips Pack of 20,267,656.72
5797,0767350538095,Munch 150g,390,1129.66
5798,0419669323717,Vadilal Ice Cream Chocolate 400ml,151,421.63
5799,3818749377140,Gillette Shaving Foam 50ml,198,34.33
5800,0280479301628,Kurkure Tomato 400g,251,211.83
5801,8901197500507,Tide Detergent 2000g,165,383.84
5802,8908284173392,Mother Dairy Dahi 1000g,36,115.71
5803,4719802870662,Classmate Sketch Pens 100pc,698,254.74
5804,4016196267147,Hamam Soap 400g,157,693.24
5805,0762420124864,Tropicana Orange Juice 500ml,101,209.7
5806,0703355765593,Faber-Castell Pencil 6B Pack of 16,159,314.2
5807,3818847378902,Pampers Baby Wipes Pack of 56,196,1568.13
5808,0763665634125,Center Fresh Gum Pack,559,975.77
5809,0418277532368,Amul Toned Milk 1000ml,239,263.1
5810,8903908901399,Johnson's Baby Oil 400ml,36,1164.73
5811,8903447796869,Band-Aid Strips Pack of 150,202,789.58
5812,0491056384020,7UP 250ml,399,226.14
5813,8907044341514,Pedigree Dog Food Original 100kg,29,2461.21
5814,4711266643462,Staedtler Pencil 4B,364,345.27
5815,0414224602825,Veeba Peanut Butter 1g,38,1094.63
5816,0757237446124,Tetley Black Tea 250g,297,234.28
5817,4715695397149,Fevicol Glue 100ml,128,214.89
5818,0350387456373,Dettol Surface Cleaner 2000ml,88,214.41
5819,4005112571130,Band-Aid Strips Pack of 25,205,258.74
5820,0129200176794,Minute Maid Orange 250ml,264,94.28
5821,0282954431257,Monaco Biscuits 200g,60,162.96
5822,8000886278748,Snickers 300g,42,13.79
5823,0414913497916,Fortune Atta 100kg,155,572.14
5824,0128170197365,Duracell AAA Batteries Pack of 12,198,1094.68
5825,4710214811991,Luxor Marker Black,439,272.74
5826,3004744497864,Vicks Inhaler,350,507.61
5827,0762043821362,Nestle Slim Milk 100ml,262,501.35
5828,0411785032276,Amul Butter 1500g,144,189.69
5829,0352354924359,Comfort Fabric Softener 500ml,245,282.38
5830,8907493362788,Safal Mixed Vegetables 500g,148,660.78
5831,0371125784039,Pigeon Baby Bottle 200ml,92,106.55
5832,0281746253770,Sunfeast Dark Fantasy 50g,414,47.82
5833,0383536022921,Head & Shoulders 250ml,275,402.6
5834,0406300649213,Perk 300g,276,200.53
5835,0387040551816,Pedigree Dentastix Pack of 14,38,704.42
5836,0764320930613,Amul Paneer 200g,135,343.84
5837,0495507114006,Fanta Orange 200ml,129,101.94
5838,8905619943385,Harpic Toilet Cleaner 100ml,129,398.15
5839,0216702413769,Surf Excel 750g,102,195.74
5840,0766490018306,Vadilal Ice Cream Strawberry 250ml,110,370.0
5841,3813140166331,Himalaya Baby Cream 50g,102,1568.09
5842,0761124107265,Safal Green Peas 250g,27,221.19
5843,0378491970080,Johnson's Baby Shampoo 500ml,72,216.56
5844,0761097537632,Amul Cream 500ml,198,99.59
5845,0855724402506,Fevistick Glue Stick 100g,395,153.39
5846,0761653715436,Bournvita 750g,383,155.44
5847,8903734019992,Thums Up 1500ml,290,117.95
5848,3008834487834,Ibuprofen 400mg Strip 10tab,323,536.06
5849,0761842565224,Amul Ice Cream Butter Pecan 400ml,120,82.13
5850,0382982144935,Top Ramen Tomato 70g,149,18.75
5851,8903731225891,Mother Dairy Dahi 500g,252,494.35
5852,8901849660016,MDH Garam Masala 200g,235,131.88
5853,8908087206730,Betadine Solution 150ml,321,137.08
5854,8008032574300,Ferrero Rocher 12pc Box,54,126.29
5855,4005350361272,Savlon Antiseptic Liquid 10ml,262,676.52
5856,8903089337758,Mother's Recipe Pickle Mango 500g,232,266.52
5857,8909549352781,PetSafe Dog Collar,71,168.52
5858,6906585052363,Osram LED Bulb 20W,262,864.76
5859,8003255812734,Lindt Dark Chocolate 300g,330,1052.97
5860,8906889166733,Chicco Baby Bottle 500ml,145,1830.63
5861,8909637064589,Mother Dairy Dahi 200g,112,293.69
5862,0414806400405,Go Cheese Spread 200g,49,604.43
5863,6902454915524,Mi Power Bank 5000mAh,77,1397.13
5864,8009618857466,Polo Mint 55g,368,90.88
5865,8905215370905,Huggies Diapers XXL Pack of 40,177,1639.19
5866,3000917754239,Iodex Pain Balm 25g,470,93.03
5867,0415784001912,Amul Toned Milk 1500ml,233,52.15
5868,0122305923867,Panasonic AA Batteries Pack of 8,43,1494.99
5869,0751829572017,Kinley Water 500ml,356,208.27
5870,8909013597069,Lifebuoy Soap 400g,188,467.45
5871,8004684424956,Chupa Chups 8pc,229,695.1
5872,8909931734843,Pond's Cold Cream 200ml,323,299.96
5873,8905963968553,Everest Garam Masala 200g,176,176.32
5874,8900433853247,Huggies Diapers XXL Pack of 72,56,1359.53
5875,4006431872755,Iodex Pain Balm 200g,177,503.03
5876,0371603335258,Himalaya Baby Cream 500g,96,139.04
5877,0417713284311,Patanjali Ghee 10g,284,92.49
5878,8904715880440,Cetirizine 10mg Strip 25tab,397,696.82
5879,0385865669433,Britannia Marie Gold 250g,478,228.14
5880,0122496325532,3M Double-Sided Tape 100mm,142,526.49
5881,0419589802637,Badshah Chaat Masala 50g,46,43.39
5882,8903798413064,Danone Yogurt Plain 500g,24,673.02
5883,8903086738510,Pampers Baby Wipes Pack of 30,89,1399.08
5884,0355561627006,Wheel Detergent 500g,266,488.8
5885,8902974901951,Shan Tikka Masala 200g,234,214.03
5886,0385464336385,PetSafe Dog Collar,122,1210.21
5887,0766551166687,Kissan Mixed Fruit Jam 200g,283,582.94
5888,0768827901299,Amul Lassi Vanilla 500ml,97,461.75
5889,0414171527820,Dr. Oetker Mayonnaise 200g,26,1168.77
5890,4716700769487,Classmate Sketch Pens 20pc,443,115.85
5891,0768553692355,Milkybar 55g,244,544.33
5892,0705353925269,Cello Pen Standard Green,60,208.51
5893,8907716060699,Mee Mee Baby Wipes Pack of 30,199,935.52
5894,8900330941443,Bikaji Namkeen 200g,117,270.51
5895,0763182737248,Dr. Oetker Pizza Margherita 750g,162,204.8
5896,0762704621300,Safal Green Peas 400g,155,177.55
5897,8903723557856,Tropicana Orange Juice 1000ml,325,42.12
5898,8902195362302,Mother Dairy Dahi 750g,158,761.07
5899,0859114507260,Classmate Sketch Pens 12pc,114,392.7
5900,0416348151753,Parag Ghee 750ml,49,328.1
5901,8900413676125,Daawat Basmati Rice 1kg,279,413.39
5902,0761872295856,Dairy Milk 10g,72,1061.09
5903,0382135442277,Pepsodent Toothpaste 500g,341,403.52
5904,8907734777470,MDH Garam Masala 50g,260,157.93
5905,8905220751768,Dr. Oetker Pizza Margherita 250g,179,664.95
5906,0351510657162,Odonil Room Freshener 200g,185,568.32
5907,8907713094352,Venky's Chicken Nuggets 200g,34,563.16
5908,6900008050639,Panasonic AA Batteries Pack of 2,82,226.25
5909,4711115910394,Classmate Sketch Pens 24pc,548,76.71
5910,0418107876099,Amul Ice Cream Pepperoni 250ml,147,135.39
5911,4715566696203,Fevicol Glue 100ml,309,15.37
5912,0473577070637,Hamam Soap 100g,140,507.66
5913,0383935029941,Royal Canin Cat Food 100kg,67,1506.44
5914,0419663063947,MDH Chaat Masala 500g,103,173.14
5915,0371345448698,Pantene Shampoo 150ml,130,339.34
5916,8902366715852,Catch Pepper Powder 100g,362,73.07
5917,6905623315293,Osram LED Bulb 5W,93,1812.39
5918,8904293295216,Whisper Pads Pack,270,203.18
5919,4017968114232,Dove Shampoo 150ml,235,192.86
5920,0380281927327,Me-O Cat Food Original 100kg,148,1990.28
5921,0379352422267,MamyPoko Diapers L Pack of 30,175,993.59
5922,8902005145873,MDH Rajma Masala 50g,156,49.9
5923,0759714694875,Thums Up 330ml,107,226.24
5924,8907918404871,MTR Rasam Powder 500g,257,282.35
5925,8904666131608,Himalayan Water 1000ml,168,80.63
5926,0414213180624,Heinz Tomato Ketchup 2g,312,117.97
5927,0416446457863,Kitchen King Masala 100g,314,287.79
5928,3812094188819,Hamam Soap 150g,172,89.47
5929,0379621355388,Rexona Deodorant 100ml,175,67.42
5930,0765862604796,Amul Gold Milk 1500ml,285,371.59
5931,0357861138992,Domex Toilet Cleaner 1000ml,57,113.25
5932,3818690898633,Pudin Hara 60ml,406,639.67
5933,8908756564864,India Gate Basmati Rice 750kg,108,252.37
5934,0406664337030,Polo Mint 150g,550,1043.84
5935,6901811438157,Philips LED Bulb 12W,201,1538.73
5936,0383059931908,Pears Soap 250g,326,630.37
5937,4717238432300,Havells LED Bulb 7W,37,1175.11
5938,8902702645928,Kurkure Classic 400g,294,191.71
5939,0767843543049,Go Cheese Spread 200g,127,656.78
5940,0235912842688,PetSafe Dog Collar,82,662.91
5941,8909807363337,Danone Yogurt Plain 100g,279,709.63
5942,8907673706869,Mother's Recipe Pickle Mango 50g,425,64.23
5943,8008055042350,Chupa Chups 3pc,235,299.79
5944,4711746251385,Portronics USB Cable 100m,195,1213.52
5945,0375944353254,Garnier Face Wash 150ml,372,478.01
5946,8903469541102,Amul Skimmed Milk Powder 200g,134,545.98
5947,4718631069056,Duracell AA Batteries Pack of 2,36,1978.74
5948,8907116691387,Fortune Sunflower Oil 2L,166,750.05
5949,0415525138808,Aashirvaad Atta 200kg,336,609.46
5950,0403828848722,Snickers 80g,461,579.59
5951,0761639036364,Tata Salt 1000kg,226,1065.4
5952,3819660237759,Whisper Pads Pack,219,302.62
5953,0282169257406,Oreo Biscuits 250g,207,266.32
5954,4710887636976,Fevicol Glue 100ml,566,95.29
5955,0378900513785,MamyPoko Diapers XXL Pack of 56,40,117.68
5956,0766370533134,Chupa Chups 3pc,489,616.11
5957,0850068873173,Luxor Marker Green,97,210.75
5958,0374805310191,Old Spice Deodorant 200ml,62,480.87
5959,0491566239858,Bournvita 1000g,366,41.77
5960,3004761742978,Crocin 500mg Strip 150tab,394,329.48
5961,8909682121053,Mountain Dew 330ml,452,199.96
5962,8906629881285,Kissan Mixed Fruit Jam 5g,183,740.17
5963,0372225468416,Pampers Baby Wipes Pack of 30,74,413.17
5964,0373095301957,MamyPoko Diapers XXL Pack of 72,43,1250.9
5965,3813091037940,ENO Fruit Salt 150g,224,193.9
5966,8009739869898,Alpenliebe 300g,568,1012.36
5967,4710732491859,Anker USB-C Cable 100m,229,1481.71
5968,0122634368018,Anker USB-C Cable 100m,92,1223.2
5969,0353839298798,All Out Mosquito Refill,257,578.52
5970,8900777315777,Himalaya Baby Cream 500g,170,1838.03
5971,0280261833122,Cheetos Cream & Onion 90g,451,291.64
5972,0703301170594,Cello Pen Standard Black,128,328.4
5973,0235446565107,Pedigree Dog Food Original 100kg,121,2571.74
5974,8900247558567,Fortune Atta 200kg,300,917.38
5975,8905900295278,Amul Lassi Plain 750ml,275,373.58
5976,0400702705355,Alpenliebe 300g,214,533.84
5977,0211436203563,Comfort Fabric Softener 750ml,210,289.84
5978,0387766608450,Dove Soap 50g,168,299.37
5979,0232395900355,Himalaya Pet Shampoo 100ml,107,2491.68
5980,6902018863933,Mi Power Bank 10000mAh,240,117.19
5981,8900502843445,Epigamia Yogurt Plain 500g,98,570.63
5982,0769375965597,Go Cheese Spread 250g,211,338.41
5983,8001302082659,Skittles Peanut Butter 80g,563,43.78
5984,8901085464423,Rin Detergent 1500g,161,75.39
5985,6904394959996,Sellotape Transparent Roll,267,532.82
5986,8003322165695,Twix 200g,397,750.74
5987,8008693859440,Center Fresh Gum Pack,544,411.09
5988,0760147233807,Amul Cheese Slices 250g,121,447.62
5989,8903071527327,Mother Dairy Milk 500ml,168,610.13
5990,8902970196412,Fortune Atta 10kg,137,653.05
5991,4714745400549,Havells LED Bulb 9W,216,1041.68
5992,8904436312251,Catch Pepper Powder 500g,49,23.63
5993,0854876643331,Fevicol Glue 100ml,785,119.46
5994,0122846209512,Mi Power Bank 20000mAh,299,1696.19
5995,0419265857326,ITC Sunfeast Frozen Paratha 10pc,127,333.82
5996,3007656997705,Volini Pain Relief Spray 60ml,424,475.21
5997,0857413189859,Faber-Castell Pencil 4B Pack of 24,312,125.9
5998,8908274893255,Suhana Biryani Masala 100g,273,206.37
5999,4715153051750,Apsara Eraser Pack of 24,199,46.09
6000,0767679659617,Amul Skimmed Milk Powder 500g,249,676.23
6001,0493473601568,Horlicks Orange 1500g,162,37.71
6002,0387685533482,Axe Deodorant 150ml,236,450.59
6003,8907303919072,Mother's Recipe Pickle Mango 50g,473,233.09
6004,0760575730442,KitKat 30g,354,377.01
6005,0761737956595,Skittles Original 55g,123,881.98
6006,8007486558126,Amul Dark Chocolate 22g,289,1112.89
6007,0404315931958,Ferrero Rocher 24pc Box,179,124.73
6008,0124523794663,Syska Power Bank 10000mAh,200,453.85
6009,0120251104545,Nescafe Classic 200g,193,95.1
6010,0125390554091,Osram LED Bulb 12W,18,1669.82
6011,0762703829356,McCain French Fries 500g,48,578.33
6012,0415133297614,MTR Sambar Masala 50g,406,210.28
6013,0415867905755,ITC Sunfeast Frozen Paratha 4pc,55,544.79
6014,4000713290282,Revital H 150tab,32,544.19
6015,4008947718206,Johnson's Baby Powder 30g,389,616.57
6016,4005034194462,Vicks Inhaler,104,586.93
6017,8902971668864,Nescafe Classic 250g,474,72.79
6018,8900211362794,Maggi Tomato Ketchup 750g,248,613.91
6019,8909098728815,Himalaya Baby Cream 200g,75,107.04
6020,0384447840178,Whiskas Cat Food Original 100kg,59,1392.5
6021,0859526587423,Scotch Tape 100mm,415,294.82
6022,0765139731682,Mountain Dew 750ml,354,60.18
6023,0418401988207,MDH Rajma Masala 500g,142,23.87
6024,0767625819232,Mother Dairy Milk 250ml,41,554.91
6025,3810098210192,Himalaya Baby Shampoo 400ml,155,651.68
6026,0419408479996,MDH Chaat Masala 100g,220,21.21
6027,0387692413890,Pedigree Dog Food Original 100kg,61,2636.21
6028,0417793825329,Aashirvaad Atta 750kg,85,704.72
6029,0373335018416,Pampers Diapers S Pack of 40,89,1064.64
6030,8002465979008,Bounty 80g,456,672.56
6031,8908370918401,Parle-G Biscuits 25g,348,137.68
6032,3006098469719,Vicks VapoRub 30g,305,104.24
6033,0765499145518,Amul Dark Chocolate 80g,244,931.02
6034,8907303283715,Cerelac Wheat 250g,23,1494.09
6035,0414252462859,Safal Mixed Vegetables 500g,140,378.88
6036,0377332240627,Lux Soap 500g,24,547.99
6037,0769569189525,Nestlé Milkmaid 500g,165,209.97
6038,3000904475819,Crocin 500mg Strip 10tab,151,359.69
6039,8900816363783,Pringles Sour Cream 250g,150,183.14
6040,0410673701157,Godrej Real Good Chicken 200g,192,394.24
6041,0383043587043,Himalaya Face Wash 75ml,123,591.99
6042,8905464300517,Band-Aid Strips Pack of 200,241,103.4
6043,0412814570875,Dr. Oetker Pizza Chocolate 250g,197,523.78
6044,8902537647593,Haldiram Frozen Samosa 10pc,31,293.75
6045,8901272932414,MTR Rasam Powder 50g,57,121.33
6046,0417505228400,Mother's Recipe Pickle Chilli 100g,436,214.58
6047,4718967347323,Apsara Eraser Pack of 12,748,382.59
6048,0124518477069,Duracell AAA Batteries Pack of 6,171,1303.94
6049,0387731726547,Dove Soap 75g,168,35.69
6050,0474027463627,Stayfree Pads Pack,275,182.58
6051,8906692074348,Amul Butter 750g,276,605.16
6052,4710450166923,Havells LED Bulb 9W,197,335.4
6053,0764753300380,Daawat Basmati Rice 100kg,61,290.11
6054,8900275265901,Comfort Fabric Softener 750ml,263,579.04
6055,0374805111590,Rexona Deodorant 50ml,227,582.91
6056,0767689439735,Amul Ghee 1500g,227,105.1
6057,0219868071873,Lizol Floor Cleaner 200ml,178,117.42
6058,3006643412566,Revital H 30tab,62,769.46
6059,0238672412221,Royal Canin Dog Food 100kg,90,668.39
6060,0415712563048,Eastern Chicken Masala 100g,348,232.62
6061,6906302866655,Philips LED Bulb 20W,69,397.48
6062,0763993801992,Nestle Slim Milk 100ml,230,723.1
6063,0763275157939,Kohinoor Basmati 1kg,375,421.75
6064,0766121567401,Venky's Chicken Nuggets 200g,76,358.68
6065,0765008028905,Fortune Sunflower Oil 1L,297,1016.87
6066,0766250122632,Dr. Oetker Pizza Chocolate 1000g,17,330.8
6067,0239748555774,Drools Dog Food 100kg,54,637.66
6068,0352022149985,Scotch-Brite Scrub Pad 6pc,111,99.97
6069,0123758239390,Duracell AAA Batteries Pack of 4,105,689.85
6070,0353236175968,Colin Glass Cleaner 1000ml,43,419.22
6071,0494970194003,Pepsi 500ml Bottle,98,213.85
6072,4717681881755,Reynolds Pen Green,609,18.4
6073,0475010714863,Hamam Soap 150g,293,539.0
6074,8904605868916,Real Fruit Juice Guava 750ml,110,17.41
6075,0411807998344,Haldiram Frozen Samosa 4pc,151,221.44
6076,0765961587020,Toblerone 200g,344,228.22
6077,8902332227358,Amul Skimmed Milk Powder 200g,184,636.81
6078,3003848183680,Pudin Hara 150ml,321,234.34
6079,0766594844061,Parag Ghee 1000ml,20,322.96
6080,8901937084267,Coca-Cola 200ml Can,161,207.42
6081,0764836022123,Lindt Dark Chocolate 55g,454,70.28
6082,8909048399157,Parag Ghee 100ml,282,25.28
6083,0230739302995,Me-O Cat Food Original 100kg,107,1144.46
6084,0416374441453,Amul Pizza Base 500g,74,403.23
6085,0769656395181,Eclairs Toffee Pack 30g,283,19.54
6086,0410038469883,Suhana Biryani Masala 200g,196,149.85
6087,0751474620859,Coca-Cola 1000ml Can,184,22.67
6088,8900653006980,Godrej Real Good Chicken 250g,146,515.4
6089,0767522081275,Lindt Dark Chocolate 150g,539,445.06
6090,0767291456373,Milkybar 150g,413,506.75
6091,0356493256289,Good Knight Mosquito Repellent 500ml,102,137.92
6092,0477755629174,Gillette Mach3 Razor,356,89.34
6093,4715239182750,Philips LED Bulb 20W,144,1666.69
6094,0412357805717,Fortune Sunflower Oil 1000L,358,205.01
6095,0417888141389,MDH Rajma Masala 200g,401,117.97
6096,0859547167093,Luxor Marker Green,227,167.64
6097,0473048704054,Listerine Mouthwash 400ml,244,693.95
6098,0474505130119,TRESemmé 50ml,88,462.99
6099,0231049997093,Pedigree Dog Food Original 100kg,109,2993.45
6100,0496196180358,Appy Fizz 750ml,251,19.79
6101,8908238886231,India Gate Basmati Rice 100kg,98,797.36
6102,8903398319056,Royal Canin Cat Food 100kg,103,2720.68
6103,0402795078187,Dairy Milk Silk 45g,395,385.47
6104,3813137211563,Huggies Diapers XL Pack of 40,42,1394.14
6105,0411088090805,Kwality Wall's Ice Cream 1000ml,61,595.41
6106,8903261836154,Tata Turmeric Powder 500g,32,234.0
6107,0418520909909,Ching's Schezwan Chutney 1g,233,677.05
6108,0124569026391,Syska Power Bank 5000mAh,37,1747.5
6109,3009289190119,Pantoprazole 40mg Strip 25tab,339,132.65
6110,0408573363377,Uncle Chips 70g,137,154.56
6111,8006031871932,Alpenliebe 30g,394,290.42
6112,0380990630945,Dettol Soap 200g,27,266.87
6113,8006637426710,Chupa Chups 12pc,418,899.7
6114,8902796144062,Patanjali Ghee 100g,300,476.12
6115,4712165258764,Duracell AA Batteries Pack of 4,103,1478.83
6116,3814101192895,Head & Shoulders 50ml,107,656.88
6117,0762668058303,Amul Toned Milk 100ml,117,313.03
6118,0768049489438,Mother Dairy Dahi 1000g,232,686.27
6119,8905577611296,Dettol Antiseptic Liquid 150ml,366,663.79
6120,8908391392938,Pedigree Dog Food Original 100kg,50,575.1
6121,0859011524827,Classmate Notebook 200pg Double Line,490,153.51
6122,0410086141977,MTR Sambar Masala 50g,318,204.57
6123,8907075515328,Danone Yogurt Mango 100g,278,496.62
6124,0760868097740,Amul Paneer 1000g,194,596.23
6125,0376586661790,Pantene Shampoo 400ml,387,458.26
6126,6905069023998,boAt USB Cable 100m,32,1956.75
6127,0387323210263,Hide & Seek 50g,186,154.59
6128,8905421959901,PetSafe Dog Collar,67,2601.8
6129,8908579341918,Centrum Multivitamin 50tab,304,497.73
6130,8906318490576,McCain French Fries 250g,187,319.3
6131,0384941940398,Catit Cat Litter 100kg,136,873.06
6132,0859052067680,Lexi Ball Pen 24pc Pack,770,24.03
6133,0126294399962,Ovaltine 750g,152,233.08
6134,3003035706258,Himalaya Liv.52 10tab,181,172.5
6135,0763717276938,Alpenliebe 45g,184,521.77
6136,8905325860181,Moov Pain Relief Cream 30g,242,597.75
6137,4006786051508,Cetirizine 10mg Strip 20tab,294,218.24
6138,6909127068549,Duracell AAA Batteries Pack of 8,147,1496.16
6139,8906310618060,Tide Detergent 200g,273,196.19
6140,0283001605089,Kurkure Cheese 200g,550,142.23
6141,0411981093972,Venky's Chicken Nuggets 400g,119,501.34
6142,0855337996607,Maped Sharpener,632,252.94
6143,0234768161103,Royal Canin Dog Food 100kg,115,285.77
6144,8908963463523,Chicco Baby Bottle 50ml,171,1843.19
6145,0760136746448,Amul Skimmed Milk Powder 200g,113,513.02
6146,0127220388760,Real Fruit Juice Strawberry 1500ml,221,83.74
6147,0855950359551,Lexi Ball Pen 50pc Pack,577,118.58
6148,0412288228920,MDH Garam Masala 50g,150,97.91
6149,0124987138607,Havells LED Bulb 20W,222,61.46
6150,0761554345114,Vadilal Ice Cream Butter Pecan 400ml,100,649.19
6151,3816373729984,Vicks VapoRub 60g,26,634.1
6152,0212893403916,Harpic Toilet Cleaner 1000ml,224,268.58
6153,6909393100417,boAt USB Cable 100m,55,1961.8
6154,0706958770377,Luxor Marker Black,228,199.08
6155,3819104333368,Himalaya Baby Shampoo 100ml,100,224.8
6156,0121696818288,Sellotape Transparent Roll,37,1396.54
6157,4000592304728,Revital H 15tab,386,436.35
6158,3813879225965,Himalaya Liv.52 200tab,218,306.55
6159,0764568468633,Amul Ghee 200g,109,76.42
6160,0764721988817,Britannia Cheese Slices 100g,220,416.93
6161,4716512629344,Panasonic AA Batteries Pack of 6,115,335.58
6162,0762212615167,Go Cheese Spread 250g,118,676.36
6163,8904584066853,Amul Cream 250ml,170,734.52
6164,8905533151941,Surf Excel 2000g,78,193.89
6165,4715442477247,Camlin Geometry Box,302,261.8
6166,3810200509527,Dove Soap 200g,230,596.81
6167,6907708458413,Duracell AAA Batteries Pack of 6,31,1541.84
6168,4717124878038,Fevicol Glue 100ml,363,230.6
6169,4000885710717,Boiron Arnica Gel 200g,374,59.26
6170,8901359016624,Nestle Slim Milk 250ml,229,305.74
6171,0354930699651,Vim Dishwash Gel 250ml,37,133.7
6172,0358229457687,Good Knight Mosquito Repellent 200ml,233,100.59
6173,8903305941691,Kwality Wall's Ice Cream 400ml,124,486.7
6174,0400644671251,Lindt Dark Chocolate 22g,501,266.54
6175,8904148812971,McCain French Fries 250g,158,65.55
6176,0374495264637,Himalaya Baby Shampoo 500ml,19,983.06
6177,8903825454510,Pril Dishwash 750ml,243,297.91
6178,4711932084032,3M Double-Sided Tape 100mm,185,912.11
6179,8900143420210,Pampers Baby Wipes Pack of 72,19,251.04
6180,8908210977650,Godrej Real Good Chicken 750g,69,596.69
6181,0411263564718,Amul Skimmed Milk Powder 1000g,144,482.06
6182,8905390695923,Johnson's Baby Wash 50ml,57,1819.95
6183,4711693522279,boAt USB Cable 100m,28,496.42
6184,0414892472447,Mother's Recipe Pickle Garlic 200g,439,161.85
6185,0756402975056,Real Fruit Juice Guava 500ml,94,112.29
6186,4717341188811,Fevistick Glue Stick 100g,24,395.74
6187,0418789262029,Amul Pizza Base 200g,92,69.71
6188,8906685660749,Me-O Cat Food Original 100kg,103,1281.64
6189,0763680642341,Mountain Dew 200ml,474,73.56
6190,8909135792793,Pedigree Dentastix Pack of 14,99,858.45
6191,4003232426224,Himalaya Liv.52 150tab,319,476.86
6192,8904560367325,Royal Canin Dog Food 100kg,85,2057.71
6193,0494424741241,Tetley Black Tea 1500g,203,187.32
6194,0123884494502,Havells LED Bulb 20W,160,1437.9
6195,0419554506577,Eastern Chicken Masala 100g,245,37.56
6196,0412974007198,Ching's Schezwan Chutney 10g,172,665.75
6197,0760562315621,Tetley Black Tea 750g,37,24.72
6198,8004966486023,5-Star 55g,138,481.76
6199,0768880061015,Dr. Oetker Mayonnaise 500g,189,946.65
6200,0415651601382,Nestlé Milkmaid 100g,11,631.29
6201,4717385786004,Navneet Notebook 140pg,235,115.17
